customer_id,snapshot_date,region,preferred_channel,tenure_months,orders_last_6m,avg_order_value,total_spend_12m,last_order_days_ago,last_order_date,support_tickets_6m,returns_6m,is_premium_member,discount_rate,sessions_30d,pages_per_session,email_open_rate,churned
C005723,2025-09-05,NA,web,2,2,70.36,1055.23,19,2025-08-17,0,0,0,0.158,7,5.71,0.0,1
C005724,2025-09-05,APAC,web,16,3,45.1,297.24,107,2025-05-21,1,0,0,0.473,4,4.13,0.0,0
C005725,2025-09-05,LATAM,web,9,0,51.71,408.59,74,2025-06-23,2,1,0,0.401,20,2.6,0.123,1
C005726,2025-09-05,LATAM,mobile,0,6,35.57,270.22,13,2025-08-23,0,1,0,0.355,0,6.77,0.294,1
C005727,2025-09-05,LATAM,store,17,3,39.99,328.45,105,2025-05-23,1,1,0,0.335,9,5.93,0.119,1
C005728,2025-09-05,NA,web,7,6,21.74,282.44,29,2025-08-07,0,0,0,0.298,11,6.1,0.385,1
C005729,2025-09-05,APAC,mobile,0,3,114.04,900.85,45,2025-07-22,1,0,0,0.473,7,6.61,0.399,1
C005730,2025-09-05,LATAM,store,9,2,65.86,809.4,27,2025-08-09,0,1,0,0.245,14,4.5,0.266,0
C005731,2025-09-05,APAC,email,17,1,79.5,440.23,133,2025-04-25,0,1,1,0.137,23,6.01,0.238,0
C005732,2025-09-05,NA,store,6,2,100.05,1038.6,140,2025-04-18,0,1,1,0.056,17,4.23,0.289,0
C005733,2025-09-05,APAC,email,26,2,58.15,534.17,144,2025-04-14,0,0,0,0.291,2,3.97,0.451,1
C005734,2025-09-05,EU,web,6,6,84.27,1242.18,50,2025-07-17,0,0,0,0.431,8,4.42,0.155,0
C005735,2025-09-05,NA,mobile,8,4,86.84,750.99,96,2025-06-01,0,0,0,0.026,6,4.88,0.186,1
C005736,2025-09-05,EU,web,0,3,5.0,57.4,96,2025-06-01,0,0,0,0.563,18,5.76,0.075,1
C005737,2025-09-05,NA,web,11,2,32.27,248.08,21,2025-08-15,0,0,0,0.349,26,1.42,0.104,0
C005738,2025-09-05,NA,store,22,2,44.92,111.91,95,2025-06-02,1,0,1,0.233,12,5.7,0.001,0
C005739,2025-09-05,LATAM,email,0,2,71.11,650.37,72,2025-06-25,0,1,0,0.033,6,4.68,0.16,1
C005740,2025-09-05,APAC,mobile,36,3,87.16,300.9,17,2025-08-19,0,0,0,0.418,18,3.05,0.199,0
C005741,2025-09-05,LATAM,store,10,3,10.54,57.31,16,2025-08-20,0,0,0,0.018,23,3.12,0.454,0
C005742,2025-09-05,LATAM,web,16,1,71.41,394.96,27,2025-08-09,0,0,1,0.27,17,3.43,0.398,0
C005743,2025-09-05,EU,mobile,0,1,69.43,698.86,25,2025-08-11,0,0,1,0.219,18,4.03,0.271,0
C005744,2025-09-05,APAC,mobile,4,5,73.03,539.63,75,2025-06-22,0,0,0,0.52,8,3.0,0.451,0
C005745,2025-09-05,LATAM,mobile,42,2,101.07,723.66,62,2025-07-05,0,0,0,0.097,11,2.52,0.0,0
C005746,2025-09-05,LATAM,store,1,1,44.28,316.73,59,2025-07-08,0,0,0,0.389,10,2.74,0.109,0
C005747,2025-09-05,NA,web,23,4,52.94,173.56,3,2025-09-02,0,0,0,0.389,12,3.72,0.139,1
C005748,2025-09-05,EU,mobile,2,4,73.71,793.77,15,2025-08-21,2,0,0,0.581,26,5.61,0.31,1
C005749,2025-09-05,EU,email,15,3,75.78,845.15,16,2025-08-20,3,0,0,0.008,10,5.59,0.176,1
C005750,2025-09-05,NA,store,16,2,113.93,837.12,141,2025-04-17,2,1,0,0.579,25,5.87,0.279,0
C005751,2025-09-05,EU,mobile,8,5,89.3,1638.74,11,2025-08-25,0,0,0,0.243,1,4.7,0.129,1
C005752,2025-09-05,EU,store,14,2,104.02,1352.15,15,2025-08-21,0,1,0,0.164,13,2.33,0.093,1
C005753,2025-09-05,APAC,email,7,1,42.32,15.32,7,2025-08-29,0,0,0,0.449,14,3.26,0.083,1
C005754,2025-09-05,APAC,web,25,2,64.42,622.06,98,2025-05-30,0,0,0,0.034,9,4.11,0.343,0
C005755,2025-09-05,NA,email,21,6,67.65,678.7,5,2025-08-31,0,0,0,0.119,2,3.06,0.156,1
C005756,2025-09-05,LATAM,email,18,1,47.14,454.53,84,2025-06-13,0,1,1,0.223,16,2.1,0.0,0
C005757,2025-09-05,LATAM,mobile,16,2,46.33,158.69,46,2025-07-21,0,1,0,0.319,7,5.94,0.477,0
C005758,2025-09-05,APAC,email,14,1,110.33,1422.62,54,2025-07-13,0,2,0,0.026,9,3.64,0.29,1
C005759,2025-09-05,NA,store,0,2,35.01,313.82,9,2025-08-27,1,0,0,0.285,20,4.72,0.208,1
C005760,2025-09-05,EU,email,9,1,79.5,753.75,147,2025-04-11,1,0,0,0.045,11,5.26,0.268,1
C005761,2025-09-05,NA,store,8,1,60.02,456.47,26,2025-08-10,2,0,1,0.261,11,4.07,0.0,0
C005762,2025-09-05,LATAM,store,7,0,67.96,515.93,64,2025-07-03,1,1,0,0.471,28,2.16,0.74,1
C005763,2025-09-05,EU,email,15,1,43.46,400.91,12,2025-08-24,0,2,0,0.226,22,2.74,0.459,0
C005764,2025-09-05,NA,mobile,4,1,68.92,586.54,24,2025-08-12,2,0,0,0.268,25,4.76,0.232,0
C005765,2025-09-05,EU,store,12,4,46.88,292.01,22,2025-08-14,1,0,1,0.01,5,4.05,0.247,0
C005766,2025-09-05,NA,store,13,5,89.8,430.04,9,2025-08-27,0,0,1,0.202,8,2.61,0.115,0
C005767,2025-09-05,APAC,mobile,5,4,107.55,670.73,181,2025-03-08,0,0,1,0.05,14,1.34,0.0,1
C005768,2025-09-05,NA,web,15,3,94.71,813.14,0,2025-09-05,0,0,0,0.51,9,4.3,0.0,1
C005769,2025-09-05,NA,email,19,0,71.0,590.99,80,2025-06-17,0,0,0,0.14,30,6.03,0.588,0
C005770,2025-09-05,APAC,web,7,2,91.06,953.22,81,2025-06-16,0,0,0,0.482,12,1.66,0.412,0
C005771,2025-09-05,LATAM,mobile,2,3,88.72,789.3,12,2025-08-24,0,1,0,0.402,25,4.46,0.041,1
C005772,2025-09-05,NA,email,4,3,58.8,510.48,44,2025-07-23,0,0,0,0.123,15,4.26,0.467,0
C005773,2025-09-05,NA,email,10,3,100.79,1437.43,73,2025-06-24,0,0,0,0.18,4,6.79,0.22,0
C005774,2025-09-05,NA,store,15,1,34.07,317.13,123,2025-05-05,0,1,0,0.263,21,2.65,0.111,1
C005775,2025-09-05,EU,email,10,4,65.59,362.29,4,2025-09-01,0,0,1,0.065,17,3.31,0.411,0
C005776,2025-09-05,LATAM,store,19,2,68.21,522.43,36,2025-07-31,0,0,0,0.166,18,2.03,0.571,1
C005777,2025-09-05,NA,mobile,15,4,101.75,1084.7,2,2025-09-03,1,0,1,0.275,19,4.42,0.0,0
C005778,2025-09-05,LATAM,web,0,1,73.43,429.47,132,2025-04-26,1,0,0,0.226,4,2.69,0.005,1
C005779,2025-09-05,LATAM,mobile,9,5,41.15,401.81,80,2025-06-17,0,0,0,0.561,0,3.39,0.158,0
C005780,2025-09-05,NA,email,28,3,102.16,640.13,116,2025-05-12,0,2,0,0.543,4,2.55,0.38,1
C005781,2025-09-05,LATAM,web,14,7,58.07,615.45,53,2025-07-14,1,0,1,0.033,8,3.29,0.347,0
C005782,2025-09-05,EU,web,10,3,32.07,245.59,51,2025-07-16,0,1,0,0.327,1,6.01,0.415,0
C005783,2025-09-05,EU,web,18,3,60.01,168.15,31,2025-08-05,2,0,0,0.411,2,3.84,0.303,0
C005784,2025-09-05,NA,store,22,0,58.67,192.49,106,2025-05-22,0,0,0,0.161,6,4.38,0.248,1
C005785,2025-09-05,LATAM,email,4,0,54.68,437.1,99,2025-05-29,0,0,0,0.525,7,2.26,0.332,1
C005786,2025-09-05,APAC,email,20,3,120.46,1352.66,194,2025-02-23,0,2,0,0.201,28,1.8,0.259,1
C005787,2025-09-05,EU,store,0,2,53.88,446.42,162,2025-03-27,0,0,0,0.075,25,6.72,0.611,1
C005788,2025-09-05,LATAM,store,0,5,24.19,18.72,70,2025-06-27,0,0,0,0.433,13,4.13,0.203,1
C005789,2025-09-05,NA,mobile,19,0,49.98,213.03,18,2025-08-18,0,0,0,0.58,8,5.16,0.364,1
C005790,2025-09-05,APAC,mobile,17,3,93.3,1092.72,1,2025-09-04,0,0,1,0.291,19,3.67,0.268,0
C005791,2025-09-05,APAC,store,5,4,96.87,930.71,39,2025-07-28,0,0,0,0.028,0,6.1,0.572,0
C005792,2025-09-05,NA,web,25,2,58.98,327.17,44,2025-07-23,1,0,0,0.009,13,2.41,0.293,0
C005793,2025-09-05,EU,email,11,2,63.16,191.28,99,2025-05-29,0,0,1,0.261,10,3.97,0.0,0
C005794,2025-09-05,EU,mobile,14,0,73.02,554.35,6,2025-08-30,0,0,0,0.39,11,1.67,0.417,0
C005795,2025-09-05,EU,web,12,2,64.9,942.89,11,2025-08-25,0,1,0,0.153,1,1.0,0.195,0
C005796,2025-09-05,NA,web,11,0,66.93,1033.89,61,2025-07-06,0,1,0,0.378,14,1.85,0.13,1
C005797,2025-09-05,NA,email,21,5,82.9,519.96,177,2025-03-12,0,1,1,0.009,13,3.53,0.318,0
C005798,2025-09-05,APAC,mobile,13,4,62.59,469.55,34,2025-08-02,1,0,1,0.182,4,4.76,0.251,0
C005799,2025-09-05,EU,email,22,3,29.37,64.7,113,2025-05-15,0,1,0,0.559,10,4.34,0.32,1
C005800,2025-09-05,APAC,email,15,0,63.79,585.53,83,2025-06-14,0,0,0,0.387,1,3.83,0.294,1
C005801,2025-09-05,LATAM,store,8,3,92.21,706.0,8,2025-08-28,1,0,0,0.242,3,2.74,0.32,0
C005802,2025-09-05,APAC,web,17,2,53.43,400.39,173,2025-03-16,0,1,1,0.288,12,3.14,0.057,1
C005803,2025-09-05,NA,mobile,12,4,83.15,713.76,105,2025-05-23,0,0,0,0.062,16,8.32,0.348,1
C005804,2025-09-05,EU,web,0,2,56.8,921.34,12,2025-08-24,0,1,1,0.246,9,4.62,0.0,0
C005805,2025-09-05,LATAM,web,30,4,68.41,878.6,141,2025-04-17,0,1,1,0.015,5,4.52,0.0,1
C005806,2025-09-05,APAC,email,8,3,23.72,218.41,100,2025-05-28,0,0,0,0.193,9,2.04,0.48,0
C005807,2025-09-05,NA,mobile,7,2,47.24,375.39,64,2025-07-03,0,0,0,0.384,30,1.51,0.316,0
C005808,2025-09-05,NA,store,37,3,64.06,331.82,24,2025-08-12,0,0,0,0.399,10,4.56,0.316,1
C005809,2025-09-05,EU,email,0,1,25.55,213.29,67,2025-06-30,3,1,0,0.106,18,4.27,0.145,1
C005810,2025-09-05,LATAM,email,20,3,56.06,13.55,111,2025-05-17,0,0,0,0.492,2,2.85,0.455,1
C005811,2025-09-05,EU,web,8,0,41.89,157.58,24,2025-08-12,2,0,0,0.452,6,4.67,0.803,1
C005812,2025-09-05,NA,email,13,3,72.68,204.82,17,2025-08-19,0,0,0,0.191,1,2.1,0.423,0
C005813,2025-09-05,LATAM,email,15,5,85.71,361.33,31,2025-08-05,1,1,0,0.249,3,3.27,0.313,1
C005814,2025-09-05,EU,mobile,20,4,68.27,433.06,46,2025-07-21,1,0,0,0.332,9,1.0,0.455,1
C005815,2025-09-05,APAC,web,9,0,29.49,117.85,21,2025-08-15,0,0,0,0.356,14,3.14,0.59,0
C005816,2025-09-05,NA,store,7,3,67.98,713.52,11,2025-08-25,0,0,0,0.587,20,7.2,0.087,0
C005817,2025-09-05,NA,email,36,5,66.05,1102.13,62,2025-07-05,1,0,1,0.092,10,3.04,0.395,0
C005818,2025-09-05,LATAM,web,16,1,55.69,166.48,24,2025-08-12,0,1,0,0.42,6,4.67,0.464,1
C005819,2025-09-05,LATAM,email,5,5,73.2,895.95,12,2025-08-24,0,2,0,0.385,14,2.19,0.199,1
C005820,2025-09-05,NA,mobile,8,0,102.79,1335.03,37,2025-07-30,3,1,0,0.562,7,2.35,0.159,1
C005821,2025-09-05,EU,email,14,3,72.11,304.55,45,2025-07-22,2,0,1,0.192,0,2.69,0.446,0
C005822,2025-09-05,LATAM,web,28,5,58.49,688.73,31,2025-08-05,0,0,0,0.214,8,2.74,0.555,0
C005823,2025-09-05,LATAM,web,15,1,26.12,144.71,25,2025-08-11,0,0,0,0.208,7,1.0,0.0,1
C005824,2025-09-05,EU,web,5,2,8.06,101.0,30,2025-08-06,1,0,0,0.379,9,2.89,0.545,0
C005825,2025-09-05,APAC,store,0,4,56.73,688.28,141,2025-04-17,1,0,0,0.514,21,2.78,0.314,1
C005826,2025-09-05,NA,web,16,0,41.17,125.94,111,2025-05-17,0,0,0,0.488,4,6.37,0.391,1
C005827,2025-09-05,EU,store,13,1,58.09,12.79,22,2025-08-14,0,0,0,0.088,8,5.06,0.104,1
C005828,2025-09-05,NA,email,18,2,69.21,454.68,9,2025-08-27,0,0,0,0.394,2,4.13,0.236,0
C005829,2025-09-05,LATAM,mobile,7,3,29.5,147.06,73,2025-06-24,0,0,0,0.146,13,1.0,0.265,0
C005830,2025-09-05,APAC,web,10,2,53.72,427.8,50,2025-07-17,2,0,1,0.158,9,3.57,0.121,0
C005831,2025-09-05,EU,web,0,9,69.16,469.51,48,2025-07-19,0,0,0,0.412,10,4.07,0.0,1
C005832,2025-09-05,EU,web,13,3,68.86,624.09,62,2025-07-05,0,0,1,0.253,16,3.19,0.268,0
C005833,2025-09-05,LATAM,web,0,3,83.36,1294.88,7,2025-08-29,0,0,1,0.117,17,6.03,0.162,1
C005834,2025-09-05,LATAM,email,7,0,68.6,162.63,3,2025-09-02,0,0,1,0.123,11,3.98,0.283,1
C005835,2025-09-05,LATAM,mobile,13,4,88.73,518.23,117,2025-05-11,0,0,0,0.577,24,5.08,0.406,0
C005836,2025-09-05,NA,mobile,17,0,97.25,1216.57,25,2025-08-11,0,0,0,0.152,2,4.69,0.366,0
C005837,2025-09-05,NA,web,0,1,80.46,820.36,106,2025-05-22,0,0,1,0.035,12,2.11,0.141,1
C005838,2025-09-05,EU,web,28,3,88.08,534.04,95,2025-06-02,2,0,0,0.275,13,6.06,0.109,0
C005839,2025-09-05,LATAM,email,2,2,48.06,122.02,23,2025-08-13,0,1,0,0.05,18,3.66,0.159,1
C005840,2025-09-05,APAC,store,25,0,33.21,146.62,5,2025-08-31,1,0,0,0.003,6,5.35,0.727,1
C005841,2025-09-05,NA,mobile,19,3,76.28,528.85,7,2025-08-29,0,0,0,0.459,0,3.12,0.088,0
C005842,2025-09-05,LATAM,store,8,4,5.0,27.84,73,2025-06-24,0,0,0,0.047,12,6.21,0.327,0
C005843,2025-09-05,NA,web,12,3,93.33,80.42,1,2025-09-04,0,0,0,0.419,6,6.0,0.173,0
C005844,2025-09-05,LATAM,store,21,0,67.11,971.57,65,2025-07-02,0,0,0,0.242,21,5.12,0.55,0
C005845,2025-09-05,APAC,email,10,1,30.11,433.68,91,2025-06-06,0,0,0,0.124,0,3.1,0.168,0
C005846,2025-09-05,APAC,email,0,3,47.49,354.79,90,2025-06-07,0,0,1,0.129,2,5.44,0.463,0
C005847,2025-09-05,APAC,email,0,3,72.84,366.66,62,2025-07-05,0,0,1,0.153,7,6.73,0.301,1
C005848,2025-09-05,EU,mobile,18,5,82.7,911.06,42,2025-07-25,0,0,1,0.01,15,3.29,0.186,0
C005849,2025-09-05,APAC,web,15,1,66.13,617.34,12,2025-08-24,0,1,0,0.478,16,4.1,0.178,0
C005850,2025-09-05,APAC,web,0,3,38.16,138.83,2,2025-09-03,0,1,0,0.232,8,4.94,0.259,0
C005851,2025-09-05,NA,mobile,9,2,34.62,280.81,0,2025-09-05,1,0,1,0.292,25,3.17,0.369,0
C005852,2025-09-05,NA,store,4,5,79.96,0.0,83,2025-06-14,2,0,0,0.091,16,2.78,0.389,0
C005853,2025-09-05,EU,web,4,0,137.13,1123.28,103,2025-05-25,0,0,0,0.029,5,4.55,0.121,1
C005854,2025-09-05,APAC,email,8,7,62.65,0.0,3,2025-09-02,0,0,0,0.421,10,2.17,0.295,0
C005855,2025-09-05,APAC,email,2,5,79.47,761.28,103,2025-05-25,1,0,0,0.428,23,1.46,0.312,1
C005856,2025-09-05,LATAM,store,2,0,71.67,803.63,74,2025-06-23,0,0,0,0.382,6,4.56,0.285,1
C005857,2025-09-05,EU,mobile,12,3,91.21,593.79,10,2025-08-26,0,0,1,0.267,6,4.51,0.472,0
C005858,2025-09-05,NA,email,23,4,50.17,276.46,22,2025-08-14,0,1,0,0.086,9,4.11,0.222,1
C005859,2025-09-05,NA,web,6,3,45.63,405.29,23,2025-08-13,0,2,0,0.585,15,1.78,0.463,1
C005860,2025-09-05,APAC,web,18,4,72.27,724.17,78,2025-06-19,1,0,1,0.129,16,4.1,0.215,0
C005861,2025-09-05,APAC,email,9,2,83.73,1021.63,9,2025-08-27,1,1,0,0.211,10,5.8,0.439,1
C005862,2025-09-05,LATAM,email,0,0,53.67,172.34,191,2025-02-26,1,0,0,0.14,6,3.33,0.006,1
C005863,2025-09-05,LATAM,web,17,6,86.04,628.83,44,2025-07-23,0,0,0,0.58,35,6.62,0.418,0
C005864,2025-09-05,EU,mobile,11,4,68.23,630.25,11,2025-08-25,0,0,0,0.049,0,2.78,0.393,1
C005865,2025-09-05,LATAM,store,23,0,57.45,224.93,48,2025-07-19,1,0,0,0.19,14,2.4,0.236,1
C005866,2025-09-05,NA,web,0,1,43.02,218.58,136,2025-04-22,0,0,0,0.467,7,2.47,0.161,1
C005867,2025-09-05,EU,store,5,4,66.34,0.0,157,2025-04-01,0,0,0,0.466,20,5.02,0.194,0
C005868,2025-09-05,EU,email,8,2,80.84,1207.91,101,2025-05-27,0,1,0,0.266,24,3.33,0.461,0
C005869,2025-09-05,EU,store,7,3,80.23,569.01,124,2025-05-04,0,0,0,0.165,2,3.55,0.29,1
C005870,2025-09-05,LATAM,store,0,3,68.71,353.74,59,2025-07-08,1,0,1,0.089,12,2.62,0.0,0
C005871,2025-09-05,APAC,mobile,13,2,48.04,256.48,132,2025-04-26,1,0,0,0.314,7,4.97,0.302,1
C005872,2025-09-05,EU,web,3,5,55.5,495.55,41,2025-07-26,0,0,0,0.436,18,4.7,0.471,0
C005873,2025-09-05,LATAM,email,11,0,45.7,481.88,56,2025-07-11,2,0,1,0.045,11,3.05,0.363,0
C005874,2025-09-05,APAC,mobile,13,4,54.2,430.28,76,2025-06-21,1,0,0,0.164,22,3.93,0.041,0
C005875,2025-09-05,LATAM,mobile,2,2,69.8,440.51,86,2025-06-11,0,2,0,0.592,0,5.69,0.264,1
C005876,2025-09-05,LATAM,store,14,1,14.78,68.43,2,2025-09-03,0,0,0,0.018,4,6.19,0.088,0
C005877,2025-09-05,NA,email,12,3,85.02,473.37,28,2025-08-08,2,0,0,0.484,3,4.58,0.37,0
C005878,2025-09-05,NA,web,11,1,73.57,1078.9,107,2025-05-21,0,0,0,0.286,2,4.64,0.134,1
C005879,2025-09-05,NA,store,32,5,40.88,517.16,147,2025-04-11,1,0,0,0.363,14,3.73,0.079,0
C005880,2025-09-05,APAC,store,16,2,24.68,66.94,71,2025-06-26,1,0,0,0.039,3,4.07,0.313,1
C005881,2025-09-05,EU,email,18,7,71.54,473.48,63,2025-07-04,0,0,0,0.298,3,3.85,0.519,0
C005882,2025-09-05,NA,mobile,2,1,91.06,338.83,99,2025-05-29,1,0,0,0.36,32,3.72,0.197,0
C005883,2025-09-05,NA,mobile,12,1,51.46,337.75,86,2025-06-11,0,0,0,0.165,8,5.86,0.547,0
C005884,2025-09-05,APAC,web,15,1,87.25,414.93,12,2025-08-24,1,0,0,0.12,13,3.08,0.246,1
C005885,2025-09-05,APAC,email,7,3,88.67,1095.87,21,2025-08-15,2,0,0,0.45,14,4.2,0.218,0
C005886,2025-09-05,LATAM,web,13,2,17.36,142.92,4,2025-09-01,0,2,0,0.015,13,4.27,0.0,1
C005887,2025-09-05,EU,store,19,2,77.64,655.82,37,2025-07-30,0,0,0,0.074,4,6.11,0.07,1
C005888,2025-09-05,LATAM,email,14,2,55.42,214.07,5,2025-08-31,1,2,0,0.483,20,3.19,0.37,0
C005889,2025-09-05,EU,email,3,4,53.58,167.13,87,2025-06-10,1,0,0,0.589,4,3.63,0.158,0
C005890,2025-09-05,LATAM,web,24,2,33.21,27.5,39,2025-07-28,0,0,0,0.467,14,5.14,0.24,0
C005891,2025-09-05,EU,email,0,1,15.34,104.0,69,2025-06-28,0,0,0,0.473,19,2.99,0.276,0
C005892,2025-09-05,EU,mobile,0,6,67.15,621.81,10,2025-08-26,2,0,0,0.297,15,4.07,0.49,1
C005893,2025-09-05,EU,mobile,2,0,40.41,190.34,116,2025-05-12,1,0,0,0.107,9,4.44,0.328,1
C005894,2025-09-05,EU,web,9,5,69.44,247.37,71,2025-06-26,1,0,0,0.454,8,4.71,0.11,1
C005895,2025-09-05,APAC,store,18,4,124.54,880.74,129,2025-04-29,1,0,0,0.382,17,5.69,0.241,0
C005896,2025-09-05,EU,web,17,0,80.31,122.94,28,2025-08-08,0,1,0,0.488,15,3.28,0.285,0
C005897,2025-09-05,NA,store,6,0,81.84,513.07,101,2025-05-27,0,1,0,0.37,16,5.72,0.354,0
C005898,2025-09-05,NA,store,16,6,29.18,100.4,108,2025-05-20,0,0,0,0.067,19,1.0,0.435,1
C005899,2025-09-05,APAC,web,0,2,5.0,40.54,1,2025-09-04,0,0,1,0.191,17,4.09,0.126,0
C005900,2025-09-05,APAC,web,8,4,38.39,518.88,74,2025-06-23,0,0,0,0.37,19,2.95,0.429,1
C005901,2025-09-05,LATAM,store,11,3,71.21,551.84,55,2025-07-12,2,0,0,0.33,7,6.26,0.404,0
C005902,2025-09-05,NA,mobile,15,0,47.65,224.03,8,2025-08-28,1,0,0,0.436,16,1.0,0.231,0
C005903,2025-09-05,APAC,mobile,20,3,63.12,447.4,42,2025-07-25,1,1,0,0.23,3,6.29,0.43,1
C005904,2025-09-05,EU,email,33,3,63.78,486.51,34,2025-08-02,0,0,0,0.384,4,4.36,0.329,0
C005905,2025-09-05,LATAM,web,21,4,38.31,257.87,2,2025-09-03,0,0,0,0.362,8,4.55,0.444,1
C005906,2025-09-05,APAC,web,12,1,27.18,128.44,0,2025-09-05,0,0,0,0.156,14,4.27,0.444,0
C005907,2025-09-05,EU,email,23,2,117.27,1132.42,215,2025-02-02,0,0,1,0.122,7,3.27,0.376,1
C005908,2025-09-05,EU,store,16,5,55.8,304.44,46,2025-07-21,0,0,0,0.428,4,3.39,0.339,0
C005909,2025-09-05,EU,web,7,1,48.57,763.8,12,2025-08-24,0,0,0,0.164,15,5.73,0.228,0
C005910,2025-09-05,NA,web,9,1,40.27,318.78,65,2025-07-02,0,0,0,0.242,28,7.89,0.427,0
C005911,2025-09-05,LATAM,email,8,2,99.12,980.38,140,2025-04-18,0,0,1,0.019,6,4.76,0.198,0
C005912,2025-09-05,APAC,store,16,4,39.26,219.07,43,2025-07-24,0,0,0,0.49,4,5.15,0.586,0
C005913,2025-09-05,APAC,store,24,0,56.11,577.48,0,2025-09-05,1,0,0,0.404,2,2.11,0.259,1
C005914,2025-09-05,EU,store,3,1,54.25,342.16,42,2025-07-25,0,0,0,0.072,30,4.06,0.169,0
C005915,2025-09-05,LATAM,mobile,10,2,85.54,730.98,42,2025-07-25,1,0,0,0.154,15,4.28,0.276,1
C005916,2025-09-05,APAC,mobile,0,5,86.85,420.05,103,2025-05-25,2,0,0,0.14,9,4.31,0.38,1
C005917,2025-09-05,EU,email,11,1,24.24,371.76,8,2025-08-28,2,0,0,0.088,12,6.61,0.449,1
C005918,2025-09-05,EU,web,17,4,41.02,248.56,56,2025-07-11,1,0,0,0.001,22,1.69,0.173,0
C005919,2025-09-05,LATAM,web,11,4,72.16,842.4,5,2025-08-31,0,0,0,0.546,10,3.6,0.069,1
C005920,2025-09-05,EU,email,5,3,85.78,435.34,128,2025-04-30,1,1,0,0.371,28,4.92,0.266,1
C005921,2025-09-05,LATAM,web,16,0,50.03,691.29,42,2025-07-25,0,0,0,0.276,21,1.31,0.24,1
C005922,2025-09-05,NA,web,4,4,39.01,178.3,153,2025-04-05,1,0,0,0.362,11,5.99,0.563,1
C005923,2025-09-05,EU,email,11,4,5.0,11.13,37,2025-07-30,2,1,0,0.456,9,3.57,0.459,0
C005924,2025-09-05,APAC,store,9,1,42.61,452.18,38,2025-07-29,0,0,0,0.523,0,3.28,0.0,0
C005925,2025-09-05,LATAM,mobile,16,1,62.91,222.16,43,2025-07-24,0,1,0,0.161,4,2.43,0.367,0
C005926,2025-09-05,LATAM,mobile,16,1,77.37,821.32,40,2025-07-27,0,0,1,0.031,1,3.41,0.374,0
C005927,2025-09-05,APAC,email,28,3,26.35,13.32,2,2025-09-03,0,0,1,0.155,4,5.16,0.607,0
C005928,2025-09-05,EU,email,11,0,34.43,157.31,86,2025-06-11,2,0,0,0.372,10,1.47,0.0,0
C005929,2025-09-05,NA,mobile,9,0,88.27,499.23,53,2025-07-14,0,0,1,0.041,14,6.47,0.304,0
C005930,2025-09-05,APAC,store,17,1,42.61,246.77,91,2025-06-06,0,0,1,0.248,1,3.77,0.358,1
C005931,2025-09-05,LATAM,mobile,20,0,51.28,193.82,29,2025-08-07,1,0,0,0.255,0,2.76,0.28,1
C005932,2025-09-05,EU,mobile,13,2,94.05,729.43,23,2025-08-13,0,0,0,0.053,1,2.21,0.396,0
C005933,2025-09-05,APAC,email,4,2,42.72,323.99,121,2025-05-07,0,0,0,0.002,1,5.34,0.0,1
C005934,2025-09-05,APAC,mobile,12,6,47.95,605.4,135,2025-04-23,0,0,0,0.389,26,3.55,0.309,0
C005935,2025-09-05,LATAM,email,2,4,44.8,238.34,2,2025-09-03,0,0,1,0.185,20,4.19,0.33,0
C005936,2025-09-05,APAC,store,1,0,39.0,408.6,76,2025-06-21,0,0,1,0.168,20,3.72,0.0,1
C005937,2025-09-05,LATAM,email,7,4,113.55,885.31,20,2025-08-16,3,0,0,0.525,0,4.59,0.571,0
C005938,2025-09-05,NA,mobile,0,4,55.89,455.59,9,2025-08-27,0,0,0,0.394,0,5.61,0.372,0
C005939,2025-09-05,NA,mobile,4,1,38.91,426.13,75,2025-06-22,0,1,0,0.021,16,3.98,0.415,0
C005940,2025-09-05,APAC,web,29,1,81.51,938.75,59,2025-07-08,0,1,1,0.007,1,4.91,0.0,0
C005941,2025-09-05,EU,store,23,4,67.12,583.8,5,2025-08-31,0,1,0,0.52,0,1.0,0.233,0
C005942,2025-09-05,NA,web,18,7,90.18,1210.75,30,2025-08-06,1,1,0,0.337,7,5.49,0.219,0
C005943,2025-09-05,LATAM,web,1,4,45.75,371.47,8,2025-08-28,0,0,0,0.334,7,4.22,0.585,0
C005944,2025-09-05,LATAM,email,14,4,56.02,365.44,60,2025-07-07,1,0,0,0.034,13,6.12,0.43,0
C005945,2025-09-05,EU,web,8,4,25.38,233.85,35,2025-08-01,0,0,0,0.443,3,5.63,0.449,0
C005946,2025-09-05,NA,email,3,0,28.97,346.39,24,2025-08-12,0,0,1,0.29,13,4.74,0.418,0
C005947,2025-09-05,APAC,store,0,1,87.73,267.55,67,2025-06-30,0,0,0,0.497,16,3.49,0.356,0
C005948,2025-09-05,LATAM,web,1,2,93.52,383.59,78,2025-06-19,0,0,0,0.281,25,5.41,0.202,1
C005949,2025-09-05,APAC,store,2,5,31.93,306.52,88,2025-06-09,0,1,1,0.168,26,3.91,0.076,1
C005950,2025-09-05,EU,mobile,12,5,32.63,226.32,19,2025-08-17,0,0,1,0.27,2,3.24,0.04,0
C005951,2025-09-05,LATAM,email,4,4,96.08,1413.13,9,2025-08-27,0,0,0,0.212,11,7.35,0.256,0
C005952,2025-09-05,NA,store,10,0,107.86,1211.76,50,2025-07-17,0,0,0,0.4,18,4.18,0.209,0
